"Protein.Accession","Gene.Names","Protein.Annotation","X0h.a","X0h.b","X2h.a","X2h.b","X8h.a","X8h.b","X16h.a","X16h.b"
"sp|Q8BJS4|SUN2_MOUSE","Sun2","SUN domain-containing protein 2 OS=Mus musculus GN=Sun2 PE=1 SV=3",162931,153403.2,159581.8,158179,131721.4,139604.5,101730.9,98418.8
"sp|Q8BJS4-3|SUN2_MOUSE","Sun2","Isoform 3 of SUN domain-containing protein 2 OS=Mus musculus GN=Sun2",162751.6,153266.1,159643.1,158543,131749.1,139459.6,101482.5,97802.9
"sp|Q6ZWQ0|SYNE2_MOUSE","Syne2","Nesprin-2 OS=Mus musculus GN=Syne2 PE=1 SV=2",125413,122578.1,129708.3,121143.8,106588.4,105180.8,76335.6,76332.7
"sp|Q6ZWQ0-3|SYNE2_MOUSE","Syne2","Isoform 3 of Nesprin-2 OS=Mus musculus GN=Syne2",108555.4,103845.5,113858.8,104649.6,89185.1,88747.8,59743.4,63081.4
"sp|P01849|TCA_MOUSE","Tcra","T-cell receptor alpha chain C region OS=Mus musculus GN=Tcra PE=1 SV=1",100794.8,101904.1,107775.2,97319.6,75815.6,81749.5,61992.9,59630.9
"sp|Q149F5|TMM71_MOUSE","Tmem71","Transmembrane protein 71 OS=Mus musculus GN=Tmem71 PE=2 SV=1",57817,51984.9,53140.4,58187.5,34638.4,38823,27308.5,26658.9
"sp|A3KMP2|TTC38_MOUSE","Ttc38","Tetratricopeptide repeat protein 38 OS=Mus musculus GN=Ttc38 PE=2 SV=2",187015.3,188955.6,195752.1,180296.3,151716.2,159482.5,113206.7,114972.4
"sp|Q8R0J7|VP37B_MOUSE","Vps37b","Vacuolar protein sorting-associated protein 37B OS=Mus musculus GN=Vps37b PE=2 SV=1",144636.1,137621.9,144622.7,131468.1,105769.9,112061.9,85493.6,83909.1
"tr|Q3U687|Q3U687_MOUSE","2010002M12Rik","Protein 2010002M12Rik OS=Mus musculus GN=2010002M12Rik PE=2 SV=1",58477.1,56079,54077.5,55314.2,47473.2,47311.4,40028.7,39239.5
"tr|H7BX33|H7BX33_MOUSE","4933434E20Rik","Protein 4933434E20Rik OS=Mus musculus GN=4933434E20Rik PE=4 SV=1",13761.9,12881.3,13732.1,13184.8,20479,19331.3,20126,19410.7
"sp|Q8R0P4|AAMDC_MOUSE","Aamdc","Mth938 domain-containing protein OS=Mus musculus GN=Aamdc PE=1 SV=1",76574.8,82087.2,81294,79577.8,76493.9,75120.2,53572.7,55641.4
"sp|Q14CH7|SYAM_MOUSE","Aars2","Alanine--tRNA ligase, mitochondrial OS=Mus musculus GN=Aars2 PE=2 SV=1",33982,33575.3,35354,32699.9,36254.2,34845.9,50109,48065.4
"sp|Q3THG9|AASD1_MOUSE","Aarsd1","Alanyl-tRNA editing protein Aarsd1 OS=Mus musculus GN=Aarsd1 PE=1 SV=2",74053.4,74960.5,71566.9,76510.1,77273.9,75185.7,104063.7,108824.3
"sp|Q9JKX4|AATF_MOUSE","Aatf","Protein AATF OS=Mus musculus GN=Aatf PE=1 SV=1",114325.6,117288.7,123182.7,111008.2,134463.9,129320.3,164113.2,168231.2
"sp|Q8K4G5|ABLM1_MOUSE","Ablim1","Actin-binding LIM protein 1 OS=Mus musculus GN=Ablim1 PE=1 SV=1",209304,208175,195890.6,195925.4,181476.6,187491.6,145709.4,147347.9
"sp|Q9QXG4|ACSA_MOUSE","Acss2","Acetyl-coenzyme A synthetase, cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2",213541,197903,212912.6,208596.3,190038.9,196651.9,141413.8,142762.7
"sp|Q8K2K6|AGFG1_MOUSE","Agfg1","Arf-GAP domain and FG repeat-containing protein 1 OS=Mus musculus GN=Agfg1 PE=1 SV=2",100150.2,96448.3,99348.1,95044.4,116046.4,115233.5,140184.9,147754.5
"sp|Q7TN31|AGGF1_MOUSE","Aggf1","Angiogenic factor with G patch and FHA domains 1 OS=Mus musculus GN=Aggf1 PE=2 SV=1",37364.6,36462.7,37427.7,36466.4,45988.4,44799.1,51967.8,54515.9
"sp|Q60I26|AL2CL_MOUSE","Als2cl","ALS2 C-terminal-like protein OS=Mus musculus GN=Als2cl PE=1 SV=1",57856,57061.4,60830.2,56013,44817.3,45872.7,39488.9,40213.7
"sp|Q9R049|AMFR_MOUSE","Amfr","E3 ubiquitin-protein ligase AMFR OS=Mus musculus GN=Amfr PE=1 SV=2",21139.2,21374,24995.8,23410.2,25457.8,25258.5,30954.5,29594.1
"sp|Q9DBT5|AMPD2_MOUSE","Ampd2","AMP deaminase 2 OS=Mus musculus GN=Ampd2 PE=1 SV=1",79669.9,77452.4,80740,78402.9,94140.8,92338.2,114475,115803.8
"sp|P61211|ARL1_MOUSE","Arl1","ADP-ribosylation factor-like protein 1 OS=Mus musculus GN=Arl1 PE=2 SV=1",120252.8,118584.2,122608.7,125746.4,142577.5,143185.1,171242.5,177780.4
"sp|Q9WUL7|ARL3_MOUSE","Arl3","ADP-ribosylation factor-like protein 3 OS=Mus musculus GN=Arl3 PE=1 SV=1",71556.4,68755.6,73091,68901,74551.2,73160.2,103520.5,105009.6
"sp|Q8BNU0|ARMC6_MOUSE","Armc6","Armadillo repeat-containing protein 6 OS=Mus musculus GN=Armc6 PE=2 SV=1",67051.6,66310.6,71967.2,65865,78035.6,74115.3,97286.9,98429.8
"sp|P50429|ARSB_MOUSE","Arsb","Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3",44997.5,42001.6,43611.1,42160.9,37120.7,39569.7,30642.5,30220.9
"sp|O70228|ATP9A_MOUSE","Atp9a","Probable phospholipid-transporting ATPase IIA OS=Mus musculus GN=Atp9a PE=2 SV=3",19520.3,20328.3,22545.9,20266.8,21887.9,22174.1,28396.6,28254.7
"sp|P54254|ATX1_MOUSE","Atxn1","Ataxin-1 OS=Mus musculus GN=Atxn1 PE=1 SV=2",21112.5,21762.8,22866.9,22163.7,23172,22837.3,30228.9,31419.8
"sp|Q9Z1R2|BAG6_MOUSE","Bag6","Large proline-rich protein BAG6 OS=Mus musculus GN=Bag6 PE=1 SV=1",90196.6,90940.6,96224.1,93279.3,104908.9,102308.8,128228.6,130184.5
"sp|Q921C5|BICD2_MOUSE","Bicd2","Protein bicaudal D homolog 2 OS=Mus musculus GN=Bicd2 PE=1 SV=1",69537.9,69229.8,74117.6,67739.9,86780.1,83695.6,96961.5,100631.8
"sp|Q6QD59|SEC20_MOUSE","Bnip1","Vesicle transport protein SEC20 OS=Mus musculus GN=Bnip1 PE=2 SV=1",69976.8,71444.7,71275.1,72810.6,76553.9,74750.1,103736.3,104400
"tr|Q8R5L1|Q8R5L1_MOUSE","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus GN=C1qbp PE=1 SV=1",107449.1,108333,115925.7,104264.4,122889,120739,159911.5,154233.9
"sp|O35658|C1QBP_MOUSE","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus GN=C1qbp PE=1 SV=1",107314.4,107823.2,115384.9,103944.3,123154.7,120819.6,160251.4,154778.1
"sp|Q8R0X2|CACL1_MOUSE","Cacul1","CDK2-associated and cullin domain-containing protein 1 OS=Mus musculus GN=Cacul1 PE=2 SV=1",49599.7,52578.1,52323.9,49711.2,61709.6,58558.5,73578.7,75465.7
"sp|Q6P2L7|CASC4_MOUSE","Casc4","Protein CASC4 OS=Mus musculus GN=Casc4 PE=2 SV=1",38072.1,39618.4,36596.8,41368.9,47022.7,48196.9,56103.1,55476.1
"sp|P80315|TCPD_MOUSE","Cct4","T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3",182614,184807.3,175131.3,184511.7,207515.7,202627.6,271155.7,264951.3
"sp|P80316|TCPE_MOUSE","Cct5","T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1",183342.8,182880.7,186044.1,176473.9,209374.9,210009.6,262804.7,270881.8
"sp|P80317|TCPZ_MOUSE","Cct6a","T-complex protein 1 subunit zeta OS=Mus musculus GN=Cct6a PE=1 SV=3",167067.8,165383.3,157010.4,162159.1,190843,187859.8,234973.4,242338.6
"sp|P11942|CD3G_MOUSE","Cd3g","T-cell surface glycoprotein CD3 gamma chain OS=Mus musculus GN=Cd3g PE=1 SV=1",159696.7,155460.1,148181.8,159519.9,119023.4,124388,108815.6,108022.1
"sp|Q8CFI2|UB2R1_MOUSE","Cdc34","Ubiquitin-conjugating enzyme E2 R1 OS=Mus musculus GN=Cdc34 PE=1 SV=1",45461.8,43506.2,48718.6,44505.4,49237.2,48978.8,65820.3,65160.4
"tr|Q3V2R3|Q3V2R3_MOUSE","Chn2","Beta-chimaerin OS=Mus musculus GN=Chn2 PE=2 SV=1",41922.1,42084.4,38590.3,37729.6,34786.1,34768.7,29079.9,29629.7
"sp|P61022|CHP1_MOUSE","Chp1","Calcineurin B homologous protein 1 OS=Mus musculus GN=Chp1 PE=1 SV=2",49466.3,49530,51231,49429.2,58933.1,56789.8,73398.9,72135.8
"sp|Q9QYB1|CLIC4_MOUSE","Clic4","Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3",91413,90569.6,93246.4,89169.4,107756.1,115298.4,133752.3,137059.4
"sp|P22518|CLK1_MOUSE","Clk1","Dual specificity protein kinase CLK1 OS=Mus musculus GN=Clk1 PE=1 SV=2",43058.1,41649.6,59180.5,64661.4,60452.5,59834.8,57781.7,55985.8
"sp|Q32NY4|CNNM3_MOUSE","Cnnm3","Metal transporter CNNM3 OS=Mus musculus GN=Cnnm3 PE=1 SV=2",47628,46046.8,50514.6,47686.8,56601.1,54291.7,70527.1,66456
"sp|P59054|CSRN1_MOUSE","Csrnp1","Cysteine/serine-rich nuclear protein 1 OS=Mus musculus GN=Csrnp1 PE=2 SV=1",27500.7,27613.4,40354.4,38166.3,29971.8,30957.3,32438,32192.9
"sp|Q6P9R1|DDX51_MOUSE","Ddx51","ATP-dependent RNA helicase DDX51 OS=Mus musculus GN=Ddx51 PE=2 SV=1",50010.5,45478,49189,46234.5,51611.3,50572.1,68569.4,68996.6
"sp|Q9QYI4|DJB12_MOUSE","Dnajb12","DnaJ homolog subfamily B member 12 OS=Mus musculus GN=Dnajb12 PE=2 SV=2",39359.1,40203.1,42595.7,40185.1,46506.7,45123.8,59256,58302.9
"sp|Q9QXB9|DRG2_MOUSE","Drg2","Developmentally-regulated GTP-binding protein 2 OS=Mus musculus GN=Drg2 PE=1 SV=1",99544.6,98050.6,99949.5,100482.9,112791.5,106585.4,142773.7,138906.6
"sp|Q925U4|EDEM1_MOUSE","Edem1","ER degradation-enhancing alpha-mannosidase-like protein 1 OS=Mus musculus GN=Edem1 PE=1 SV=1",8088.4,7684,7987,7793.3,8170.1,8628.5,12116.1,11463.8
"sp|O08796|EF2K_MOUSE","Eef2k","Eukaryotic elongation factor 2 kinase OS=Mus musculus GN=Eef2k PE=1 SV=1",51273.9,52580.6,43606.4,41186.6,33401,36396.5,42828.7,42269.8
"sp|Q9DBZ5|EIF3K_MOUSE","Eif3k","Eukaryotic translation initiation factor 3 subunit K OS=Mus musculus GN=Eif3k PE=1 SV=1",111891.9,110930,117747.4,107294.8,134780.1,137587.5,167532.2,164939.1
"sp|Q99JX4|EIF3M_MOUSE","Eif3m","Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus GN=Eif3m PE=2 SV=1",98020.1,102862.6,100640.8,99754.7,123783.3,120427,149512.9,148386.4
"sp|Q9Z2U4|ELF4_MOUSE","Elf4","ETS-related transcription factor Elf-4 OS=Mus musculus GN=Elf4 PE=2 SV=2",31693.6,31138.1,31380.3,31150.2,24341.7,25281.5,21995,22167.8
"sp|Q9EP72|EMC7_MOUSE","Emc7","ER membrane protein complex subunit 7 OS=Mus musculus GN=Emc7 PE=2 SV=1",72759.9,75002.2,71996.9,78785.6,82642.6,84176.9,111310.6,105274.6
"sp|Q8BFZ9|ERLN2_MOUSE","Erlin2","Erlin-2 OS=Mus musculus GN=Erlin2 PE=1 SV=1",88196.3,86684.3,93634.1,83078.2,100999.7,100464.7,126045.4,131059.3
"sp|Q8R180|ERO1A_MOUSE","Ero1l","ERO1-like protein alpha OS=Mus musculus GN=Ero1l PE=1 SV=2",64581.8,65981,72650.7,64541.1,80218.6,80891.7,96851.2,95250.2
"sp|Q6DI86|FAKD1_MOUSE","Fastkd1","FAST kinase domain-containing protein 1 OS=Mus musculus GN=Fastkd1 PE=2 SV=1",33587.2,33379.9,33515.4,32427.4,37693.5,34608.3,48339.2,47291.3
"sp|P97872|FMO5_MOUSE","Fmo5","Dimethylaniline monooxygenase [N-oxide-forming] 5 OS=Mus musculus GN=Fmo5 PE=2 SV=4",45937.2,44250.7,43323.9,44266.4,38699,36795.4,32160.9,29892.8
"sp|P47856|GFPT1_MOUSE","Gfpt1","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Mus musculus GN=Gfpt1 PE=1 SV=3",102210.3,104573.7,107662.8,101228.7,121573.3,115501.1,153424.8,150816.5
"tr|A7VMS2|A7VMS2_MOUSE","Gm11127","MHC classIb T15 OS=Mus musculus GN=Gm11127 PE=2 SV=2",38431.1,35894.4,43814.4,46967.7,46564.2,47062.8,53055.1,52541
"sp|P05201|AATC_MOUSE","Got1","Aspartate aminotransferase, cytoplasmic OS=Mus musculus GN=Got1 PE=1 SV=3",139534.1,141601,154525.3,137136.9,164831.2,161166.3,197909.4,203847.5
"sp|O09131|GSTO1_MOUSE","Gsto1","Glutathione S-transferase omega-1 OS=Mus musculus GN=Gsto1 PE=2 SV=2",103674.1,103679.5,106497.7,95101.4,106046.2,103416.1,145892.3,150055.3
"sp|P04223|HA1K_MOUSE","H2-K1","H-2 class I histocompatibility antigen, K-K alpha chain OS=Mus musculus GN=H2-K1 PE=1 SV=1",130001.3,124147.7,132999.6,132814.5,177619.2,178898.4,180599.4,182665
"sp|P01901|HA1B_MOUSE","H2-K1","H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus GN=H2-K1 PE=1 SV=1",127652.3,124701.5,132800.7,131827.7,184971.6,184163.5,173774.9,182242.7
"sp|Q8BLR9|HIF1N_MOUSE","Hif1an","Hypoxia-inducible factor 1-alpha inhibitor OS=Mus musculus GN=Hif1an PE=1 SV=2",42845.9,43394.3,43995.5,43281.1,54319.9,52396.7,62870.1,62092.9
"tr|Q3U2G2|Q3U2G2_MOUSE","Hspa4","Heat shock 70 kDa protein 4 OS=Mus musculus GN=Hspa4 PE=1 SV=1",180044.8,175206.7,192988.6,174575.9,206473.5,205678.2,248449.9,261534.3
"sp|Q61316|HSP74_MOUSE","Hspa4","Heat shock 70 kDa protein 4 OS=Mus musculus GN=Hspa4 PE=1 SV=1",180074.8,174953.2,192709.2,174895.5,206475.3,205830.7,247849.9,261672
"sp|Q9JHR7|IDE_MOUSE","Ide","Insulin-degrading enzyme OS=Mus musculus GN=Ide PE=1 SV=1",154453.2,153451.8,161050.7,149025.1,161749.8,159340.9,225057.1,224575.6
"tr|F6RPJ9|F6RPJ9_MOUSE","Ide","Insulin-degrading enzyme (Fragment) OS=Mus musculus GN=Ide PE=1 SV=1",154229.3,153389.2,161590.6,148476.6,161574.3,159163.8,225807.5,225056.4
"sp|O54824|IL16_MOUSE","Il16","Pro-interleukin-16 OS=Mus musculus GN=Il16 PE=1 SV=3",217037.6,216144.9,198476,195407,189169.9,195373.3,152125.7,149535
"sp|P50096|IMDH1_MOUSE","Impdh1","Inosine-5'-monophosphate dehydrogenase 1 OS=Mus musculus GN=Impdh1 PE=2 SV=2",141869.1,144133.5,148573,134772.2,171453.5,167638.4,204025.1,208798.5
"sp|P43406|ITAV_MOUSE","Itgav","Integrin alpha-V OS=Mus musculus GN=Itgav PE=1 SV=2",73489.9,72937.2,49894.9,46475.9,81403.9,75350.7,76940.5,78580.2
"sp|Q03526|ITK_MOUSE","Itk","Tyrosine-protein kinase ITK/TSK OS=Mus musculus GN=Itk PE=1 SV=1",89284.2,82587.3,59024,58763,80172.7,85670.3,83821.6,85369.6
"sp|Q91VK4|ITM2C_MOUSE","Itm2c","Integral membrane protein 2C OS=Mus musculus GN=Itm2c PE=2 SV=2",19236,19839,21170.5,22675,20740.9,21634.1,27770.7,28268.5
"sp|Q9Z2X8|KEAP1_MOUSE","Keap1","Kelch-like ECH-associated protein 1 OS=Mus musculus GN=Keap1 PE=1 SV=1",42385,44041.2,48616,44655.5,43969.9,42749.4,63437.8,61050.5
"sp|O35345|IMA7_MOUSE","Kpna6","Importin subunit alpha-7 OS=Mus musculus GN=Kpna6 PE=1 SV=2",45929.9,46444.4,50060.8,46685.3,58734.3,57395.5,69736.7,65903.2
"sp|P59178|LMBL2_MOUSE","L3mbtl2","Lethal(3)malignant brain tumor-like protein 2 OS=Mus musculus GN=L3mbtl2 PE=1 SV=2",35875.5,35711.8,36465.6,35688.8,44398.8,39932.1,52184.1,50330.7
"sp|Q9CPY7|AMPL_MOUSE","Lap3","Cytosol aminopeptidase OS=Mus musculus GN=Lap3 PE=1 SV=3",115292,112686.7,120679.7,110777.3,136370.2,129175.1,163504.8,166814.3
"sp|O08573|LEG9_MOUSE","Lgals9","Galectin-9 OS=Mus musculus GN=Lgals9 PE=1 SV=1",161869,164308.1,157966.3,158557.4,140008.4,144207.2,113844.4,109976.3
"sp|O88952|LIN7C_MOUSE","Lin7c","Protein lin-7 homolog C OS=Mus musculus GN=Lin7c PE=1 SV=2",67133.8,69034.7,67436.4,68365.4,89099.4,81650.2,100021.1,98300.2
"sp|Q60664|LRMP_MOUSE","Lrmp","Lymphoid-restricted membrane protein OS=Mus musculus GN=Lrmp PE=1 SV=1",61937.5,59090.4,64712.7,60351.7,62343,59165.5,88426.4,87142.4
"tr|G5E880|G5E880_MOUSE","Lrmp","Lymphoid-restricted membrane protein OS=Mus musculus GN=Lrmp PE=4 SV=1",60855.6,58848.1,63789.9,59151.9,62226.7,58918.1,89684.7,88470.8
"sp|Q01965|LY9_MOUSE","Ly9","T-lymphocyte surface antigen Ly-9 OS=Mus musculus GN=Ly9 PE=1 SV=2",123603.7,111453.3,110810.3,118283.4,150354.4,151873,170768.2,170795.3
"sp|Q2TBA3|MALT1_MOUSE","Malt1","Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus GN=Malt1 PE=1 SV=2",48872.2,49257.7,51456.4,48207.3,62412.1,57945.5,70074.5,70707.2
"tr|D6RGR1|D6RGR1_MOUSE","Manba","Beta-mannosidase OS=Mus musculus GN=Manba PE=4 SV=1",37107.5,38066.5,40066.4,36912.1,34755.1,35493.2,25898.2,25890.5
"sp|Q64133|AOFA_MOUSE","Maoa","Amine oxidase [flavin-containing] A OS=Mus musculus GN=Maoa PE=1 SV=3",18007,18395.4,18415.4,17632.5,19685.9,19241.8,26362.3,26431.8
"sp|Q68FL6|SYMC_MOUSE","Mars","Methionine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Mars PE=2 SV=1",137579.6,137363.2,130939.7,135954.7,149820.1,145275.5,198980.8,200345.4
"sp|P41242|MATK_MOUSE","Matk","Megakaryocyte-associated tyrosine-protein kinase OS=Mus musculus GN=Matk PE=2 SV=2",61528.3,59856,57798,55082.7,52408.9,54484.4,41733.9,43346.3
"sp|Q8R4G6|MGT5A_MOUSE","Mgat5","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Mus musculus GN=Mgat5 PE=2 SV=1",12724.9,11906.2,12939.6,12707.6,18172.8,18078.2,17786.8,18536.3
"sp|P34884|MIF_MOUSE","Mif","Macrophage migration inhibitory factor OS=Mus musculus GN=Mif PE=1 SV=2",83314.4,84779,89482.6,78593.1,96738.1,93450.3,123449.9,122541.7
"sp|O08609|MLX_MOUSE","Mlx","Max-like protein X OS=Mus musculus GN=Mlx PE=1 SV=1",14069.3,14707,15838.9,14741.6,18298.2,17316.9,20672,21072
"sp|Q9CXW2|RT22_MOUSE","Mrps22","28S ribosomal protein S22, mitochondrial OS=Mus musculus GN=Mrps22 PE=2 SV=1",119897.8,121144.3,129981.1,116691.8,130124.2,129746.5,170587.4,171849.2
"sp|P47802|MTX1_MOUSE","Mtx1","Metaxin-1 OS=Mus musculus GN=Mtx1 PE=1 SV=1",88744.8,87143.4,88705.4,90939.4,104120.7,100803.3,125535.3,125396.4
"sp|Q99104|MYO5A_MOUSE","Myo5a","Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=2",55088.1,53025.4,53774.3,52091.8,62101.5,60557.7,77625.6,77192.2
"tr|D3Z4J3|D3Z4J3_MOUSE","Myo5a","Unconventional myosin-Va OS=Mus musculus GN=Myo5a PE=1 SV=1",54454.9,52763.7,53494.4,52004.1,62361.4,60243.1,78950.7,78801.6
"sp|P01670|KV3AI_MOUSE",NA,"Ig kappa chain V-III region PC 6684 OS=Mus musculus PE=1 SV=1",9600.1,10055.7,10037.7,9649.3,8563.4,8808.7,7175.5,6605.6
"sp|P0C8B4|CN142_MOUSE",NA,"Uncharacterized protein C14orf142 homolog OS=Mus musculus PE=3 SV=1",8713.6,9054.7,27500.4,22514,7102.4,8650.4,9129.8,7706
"sp|Q8BJ48|NAGPA_MOUSE","Nagpa","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase OS=Mus musculus GN=Nagpa PE=2 SV=2",25867,25543.1,27841.6,24871,29655.4,28023.1,38104,36979.3
"sp|Q99KQ4|NAMPT_MOUSE","Nampt","Nicotinamide phosphoribosyltransferase OS=Mus musculus GN=Nampt PE=1 SV=1",125693.4,123957.5,123990,120826.5,148233.9,145241.1,181257.1,180917.5
"sp|O09000|NCOA3_MOUSE","Ncoa3","Nuclear receptor coactivator 3 OS=Mus musculus GN=Ncoa3 PE=1 SV=2",82485.1,81331.3,90607.6,84513.2,105012.1,110887.1,117699.6,117404.3
"tr|Q05BA5|Q05BA5_MOUSE","Ncoa3","Nuclear receptor coactivator 3 OS=Mus musculus GN=Ncoa3 PE=1 SV=1",82190.2,81344.4,90276.5,83952.8,105184.8,110943.3,118549.4,117935.3
"tr|E9PZC7|E9PZC7_MOUSE","Ndrg1","Protein NDRG1 OS=Mus musculus GN=Ndrg1 PE=4 SV=1",21940.9,23315.6,22234.9,22176,32994.3,32782.4,28998.3,31793
"sp|Q59J78|MIMIT_MOUSE","Ndufaf2","Mimitin, mitochondrial OS=Mus musculus GN=Ndufaf2 PE=2 SV=1",87269.2,84419.9,93750.4,85488.3,105772.8,103993.3,123962.1,132512.9
"sp|Q9CR95|NECP1_MOUSE","Necap1","Adaptin ear-binding coat-associated protein 1 OS=Mus musculus GN=Necap1 PE=1 SV=2",35976.7,33128.6,37454.6,36770.6,48900.8,45555.5,48844.9,51618.9
"tr|B5B2N2|B5B2N2_MOUSE","Nfatc1","Nuclear factor of activated T-cells c1 isoform IA-IXL OS=Mus musculus GN=Nfatc1 PE=2 SV=1",82955.2,84526.9,84575,87301.5,109368.3,104763.7,117487.8,126654.4
"sp|O88942|NFAC1_MOUSE","Nfatc1","Nuclear factor of activated T-cells, cytoplasmic 1 OS=Mus musculus GN=Nfatc1 PE=2 SV=1",82068.1,82682.8,84076,86636.6,110565.4,105851,116970.4,127492.7
"sp|P70255|NFIC_MOUSE","Nfic","Nuclear factor 1 C-type OS=Mus musculus GN=Nfic PE=1 SV=1",69944.9,71312.4,64188.3,64397.6,57891.8,58043.3,47797.2,46712.9
"sp|Q9R061|NUBP2_MOUSE","Nubp2","Cytosolic Fe-S cluster assembly factor NUBP2 OS=Mus musculus GN=Nubp2 PE=1 SV=1",81554.4,81029.9,84833.3,76462.3,90208.6,90194.2,119467.9,116038.8
"sp|Q6ZQH8|NU188_MOUSE","Nup188","Nucleoporin NUP188 homolog OS=Mus musculus GN=Nup188 PE=1 SV=2",108044.3,105629.3,112440.4,105495,132847.5,126836.3,153727.7,153810.1
"sp|Q8CGY8|OGT1_MOUSE","Ogt","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus GN=Ogt PE=1 SV=2",121336.4,119669.6,123381.9,112872,142435.8,138413.6,170114.3,174077.9
"sp|Q8BGA9|OXA1L_MOUSE","Oxa1l","Mitochondrial inner membrane protein OXA1L OS=Mus musculus GN=Oxa1l PE=2 SV=1",67171.5,63599.3,62970.3,63407,70704.1,68167.2,90864.6,96316.7
"sp|Q8R2W9|PANK3_MOUSE","Pank3","Pantothenate kinase 3 OS=Mus musculus GN=Pank3 PE=2 SV=1",35704.1,34994.3,35013.1,35700.2,46453.2,44167.6,52153.7,50782.2
"sp|Q99NA9|PCGF6_MOUSE","Pcgf6","Polycomb group RING finger protein 6 OS=Mus musculus GN=Pcgf6 PE=1 SV=1",30487.1,29679.7,30615.4,31543.9,39701.7,38102.4,43574.8,45377.6
"sp|P59048|PDRG1_MOUSE","Pdrg1","p53 and DNA damage-regulated protein 1 OS=Mus musculus GN=Pdrg1 PE=2 SV=1",30194.2,32717.9,32920.8,30819.8,40993.3,40242.7,43664.1,46058.6
"sp|Q9D0K1|PEX13_MOUSE","Pex13","Peroxisomal membrane protein PEX13 OS=Mus musculus GN=Pex13 PE=1 SV=1",31054.9,30187.4,33248.2,31620.8,36983.1,36090.1,46011.3,45731
"sp|Q8VCI5|PEX19_MOUSE","Pex19","Peroxisomal biogenesis factor 19 OS=Mus musculus GN=Pex19 PE=1 SV=1",74853.3,73845.9,82178.4,75323.3,84753,83790.8,107652.2,113465.8
"sp|O70591|PFD2_MOUSE","Pfdn2","Prefoldin subunit 2 OS=Mus musculus GN=Pfdn2 PE=2 SV=2",123596.1,125095.4,128704.1,118242.8,156629.7,152289.5,177627.2,176562.3
"tr|Q3UWL8|Q3UWL8_MOUSE","Pfdn4","Prefoldin subunit 4 OS=Mus musculus GN=Pfdn4 PE=2 SV=1",78444.8,77762.9,81283.3,74600.1,90789.9,89122,111650.9,117447.6
"sp|Q9JHG7|PK3CG_MOUSE","Pik3cg","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform OS=Mus musculus GN=Pik3cg PE=1 SV=2",39588.7,38605.8,39425.2,39673.1,35313.8,34559.2,27469.8,27078.7
"sp|Q9CZT4|RPC5_MOUSE","Polr3e","DNA-directed RNA polymerase III subunit RPC5 OS=Mus musculus GN=Polr3e PE=1 SV=2",66802.9,68985.7,71755.6,67012.7,80746.9,79529.2,97799.1,98936.6
"sp|Q9QUR6|PPCE_MOUSE","Prep","Prolyl endopeptidase OS=Mus musculus GN=Prep PE=2 SV=1",110988.6,110981.5,117133.9,108922.4,125394.5,122689.9,161190.9,165259.6
"sp|Q02111|KPCT_MOUSE","Prkcq","Protein kinase C theta type OS=Mus musculus GN=Prkcq PE=1 SV=1",160366.3,156684.8,138205.9,143739.8,123943,130545.7,113337.9,109235.4
"sp|Q9JIF0|ANM1_MOUSE","Prmt1","Protein arginine N-methyltransferase 1 OS=Mus musculus GN=Prmt1 PE=1 SV=1",127907.4,134386.8,140181.5,128277,153412.4,155704.9,191036.6,196261.2
"sp|P54775|PRS6B_MOUSE","Psmc4","26S protease regulatory subunit 6B OS=Mus musculus GN=Psmc4 PE=1 SV=2",137410.7,137369.8,142287.8,132490.1,153086.1,152569,193836.4,198183.4
"sp|Q3TXS7|PSMD1_MOUSE","Psmd1","26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1",170928.8,166852.7,181711.8,165794.3,195589.1,191799.2,252807.5,253442.4
"sp|Q8VDM4|PSMD2_MOUSE","Psmd2","26S proteasome non-ATPase regulatory subunit 2 OS=Mus musculus GN=Psmd2 PE=1 SV=1",158569.2,156384.8,164875.6,153875.2,177589.9,175202.3,229467.8,233055.3
